Barcode;yaaY;ybiJ;yfaQ;yibN;yijD
ESC_HA5970AA_AS;1;1;.;1;1
ESC_HA5971AA_AS;1;1;.;1;1
ESC_HA5972AA_AS;1;1;1;1;1
ESC_HA5973AA_AS;1;1;1;1;1
ESC_HA5974AA_AS;1;1;1;1;1
ESC_HA5976AA_AS;1;1;1;1;1
ESC_HA5977AA_AS;1;1;1;1;1
ESC_HA5978AA_AS;1;1;1;1;1
ESC_HA5979AA_AS;1;1;1;1;1
ESC_HA5980AA_AS;1;1;1;1;1
ESC_HA5981AA_AS;1;1;1;1;1
ESC_HA5982AA_AS;1;1;1;1;1
ESC_HA5983AA_AS;1;1;.;1;1
ESC_HA5984AA_AS;1;1;1;1;1
ESC_HA6028AA_AS;1;1;1;1;1
ESC_HA6029AA_AS;1;1;1;1;1
ESC_HA6032AA_AS;1;1;1;1;1
ESC_HA6033AA_AS;1;1;1;1;1
ESC_HA6034AA_AS;1;1;1;1;1
ESC_HA6035AA_AS;1;1;1;1;1
ESC_HA6036AA_AS;1;1;1;1;1
ESC_HA6037AA_AS;1;1;1;1;1
ESC_HA6038AA_AS;1;1;1;1;1
ESC_HA6039AA_AS;1;1;1;1;1
ESC_HA6040AA_AS;1;1;.;1;1
ESC_HA6041AA_AS;1;1;1;1;1
ESC_HA6042AA_AS;1;1;1;1;1
ESC_HA6043AA_AS;1;1;1;1;1
ESC_HA6044AA_AS;1;1;1;1;1
ESC_HA6045AA_AS;1;1;1;1;1
ESC_HA6046AA_AS;1;1;1;1;1
ESC_HA6047AA_AS;1;1;1;1;1
ESC_HA6048AA_AS;1;1;1;1;1
ESC_HA6049AA_AS;1;1;1;1;1
ESC_HA6050AA_AS;1;1;1;1;1
ESC_HA6051AA_AS;1;1;1;1;1
ESC_HA6061AA_AS;1;1;1;1;1
ESC_HA6062AA_AS;1;1;1;1;1
ESC_HA6063AA_AS;1;1;1;1;1
ESC_HA6064AA_AS;1;1;1;1;1
ESC_HA6069AA_AS;1;1;1;1;1
ESC_HA6070AA_AS;1;1;1;1;1
ESC_HA6071AA_AS;1;1;1;1;1
ESC_HA6072AA_AS;1;1;1;1;1
ESC_HA6073AA_AS;1;1;1;1;1
ESC_HA6074AA_AS;1;1;1;1;1
ESC_HA6075AA_AS;1;1;1;1;1
ESC_HA6076AA_AS;1;1;1;1;1
ESC_HA6078AA_AS;1;1;1;1;1
ESC_HA6079AA_AS;1;1;1;1;1
ESC_HA6080AA_AS;1;1;1;1;1
ESC_HA6081AA_AS;1;1;1;1;1
ESC_HA6082AA_AS;1;1;1;1;1
ESC_HA6083AA_AS;1;1;1;1;1
ESC_HA6084AA_AS;1;1;1;1;1
ESC_HA6085AA_AS;1;1;1;1;1
ESC_HA6087AA_AS;1;1;1;1;1
ESC_HA6092AA_AS;1;1;1;1;1
ESC_HA6093AA_AS;1;1;1;1;1
ESC_HA6094AA_AS;1;1;1;1;1
ESC_HA6097AA_AS;1;1;1;1;1
ESC_HA6098AA_AS;1;1;1;1;1
ESC_HA6099AA_AS;1;1;1;1;1
ESC_HA6100AA_AS;1;1;1;1;1
ESC_HA6101AA_AS;1;1;1;1;1
ESC_HA6102AA_AS;1;1;1;1;1
ESC_HA6103AA_AS;1;1;1;1;1
ESC_HA6104AA_AS;1;1;1;1;1
ESC_HA6105AA_AS;1;1;1;1;1
ESC_HA6106AA_AS;1;1;1;1;1
ESC_HA6107AA_AS;1;1;1;1;1
ESC_HA6108AA_AS;1;1;1;1;1
ESC_HA6109AA_AS;1;1;1;1;1
ESC_HA6110AA_AS;1;1;1;1;1
ESC_HA6111AA_AS;1;1;1;1;1
ESC_HA6112AA_AS;1;1;1;1;1
ESC_HA6113AA_AS;1;1;1;1;1
ESC_HA6114AA_AS;1;1;1;1;1
ESC_HA6115AA_AS;1;1;1;1;1
ESC_HA6116AA_AS;1;1;1;1;1
ESC_HA6117AA_AS;1;1;1;1;1
ESC_HA6118AA_AS;1;1;1;1;1
ESC_HA6119AA_AS;1;1;1;1;1
ESC_HA6156AA_AS;1;1;1;1;1
ESC_HA6157AA_AS;1;1;1;1;1
ESC_HA6158AA_AS;1;1;1;1;1
ESC_HA6159AA_AS;1;1;1;1;1
ESC_HA6160AA_AS;1;1;1;1;1
ESC_HA6161AA_AS;1;1;1;1;1
ESC_HA6162AA_AS;1;1;1;1;1
ESC_HA6163AA_AS;1;1;1;1;1
ESC_HA6164AA_AS;1;1;1;1;1
ESC_HA6166AA_AS;1;1;1;1;1
ESC_HA6167AA_AS;1;1;1;1;1
ESC_HA6168AA_AS;1;1;1;1;1
ESC_HA6169AA_AS;1;1;1;1;1
ESC_HA6170AA_AS;1;1;1;1;1
ESC_HA6171AA_AS;1;1;1;1;1
ESC_HA6172AA_AS;1;1;1;1;1
ESC_HA6173AA_AS;1;1;1;1;1
ESC_HA6174AA_AS;1;1;1;1;1
ESC_HA6175AA_AS;1;1;1;1;1
ESC_HA6176AA_AS;1;1;1;1;1
ESC_HA6177AA_AS;1;1;1;1;1
ESC_HA6178AA_AS;1;1;1;1;1
ESC_HA6179AA_AS;1;1;1;1;1
ESC_HA6180AA_AS;1;1;1;1;1
ESC_HA6181AA_AS;1;1;1;1;1
ESC_HA6182AA_AS;1;1;1;1;1
ESC_HA6188AA_AS;1;1;1;1;1
ESC_HA6189AA_AS;1;1;1;1;1
ESC_HA6190AA_AS;1;1;1;1;1
ESC_HA6191AA_AS;1;1;1;1;1
ESC_HA6192AA_AS;1;1;1;1;1
ESC_HA6193AA_AS;1;1;1;1;1
ESC_HA6194AA_AS;1;1;1;1;1
ESC_HA6195AA_AS;1;1;1;1;1
ESC_HA6196AA_AS;1;1;1;1;1
ESC_HA6197AA_AS;1;1;1;1;1
ESC_HA6198AA_AS;1;1;1;1;1
ESC_HA6199AA_AS;1;1;1;1;1
ESC_HA6221AA_AS;1;1;1;1;1
ESC_HA6222AA_AS;1;1;1;1;1
ESC_HA6223AA_AS;1;1;1;1;1
ESC_HA6224AA_AS;1;1;1;1;1
ESC_HA6225AA_AS;1;1;1;1;1
ESC_HA6226AA_AS;1;1;1;1;1
ESC_HA6227AA_AS;1;1;1;1;1
ESC_HA6228AA_AS;1;1;1;1;1
ESC_HA6229AA_AS;1;1;1;1;1
ESC_HA6230AA_AS;1;1;1;1;1
ESC_HA6231AA_AS;1;1;1;1;1
ESC_HA6232AA_AS;1;1;1;1;1
ESC_HA6233AA_AS;1;1;1;1;1
ESC_HA6234AA_AS;1;1;1;1;1
ESC_HA6235AA_AS;1;1;1;1;1
ESC_HA6236AA_AS;1;1;1;1;1
ESC_HA6237AA_AS;1;1;1;1;1
ESC_HA6238AA_AS;1;1;1;1;1
ESC_HA6239AA_AS;1;1;1;1;1
ESC_HA6240AA_AS;1;1;1;1;1
ESC_HA6241AA_AS;1;1;1;1;1
ESC_HA6242AA_AS;1;1;1;1;1
ESC_HA6243AA_AS;1;1;1;1;1
ESC_HA6244AA_AS;1;1;1;1;1
ESC_HA6245AA_AS;1;1;1;1;1
ESC_HA6246AA_AS;1;1;1;1;1
ESC_HA6247AA_AS;1;1;1;1;1
ESC_HA6248AA_AS;1;1;1;1;1
ESC_HA6249AA_AS;1;1;1;1;1
ESC_HA6250AA_AS;1;1;1;1;1
ESC_HA6251AA_AS;1;1;1;1;1
ESC_HA6252AA_AS;1;1;1;1;1
ESC_HA6253AA_AS;1;1;1;1;1
ESC_HA6254AA_AS;1;1;1;1;1
ESC_HA6255AA_AS;1;1;1;1;1
ESC_HA6256AA_AS;1;1;1;1;1
ESC_HA6257AA_AS;1;1;1;1;1
ESC_HA6260AA_AS;1;1;1;1;1
ESC_HA6261AA_AS;1;1;1;1;1
ESC_HA6262AA_AS;1;1;1;1;1
ESC_HA6263AA_AS;1;1;1;1;1
ESC_HA6266AA_AS;1;1;1;1;1
ESC_HA6267AA_AS;1;1;1;1;1
ESC_HA6269AA_AS;1;1;1;1;1
ESC_HA6270AA_AS;1;1;1;1;1
ESC_HA6273AA_AS;1;1;1;1;1
ESC_HA6276AA_AS;1;1;1;1;1
ESC_HA6277AA_AS;1;1;1;1;1
ESC_HA6278AA_AS;1;1;1;1;1
ESC_HA6279AA_AS;1;1;1;1;1
ESC_HA6280AA_AS;1;1;1;1;1
ESC_HA6281AA_AS;1;1;1;1;1
ESC_HA6282AA_AS;1;1;1;1;1
ESC_HA6283AA_AS;1;1;1;1;1
ESC_HA6284AA_AS;1;1;1;1;1
ESC_HA6285AA_AS;1;1;1;1;1
ESC_HA6286AA_AS;1;1;1;1;1
ESC_HA6287AA_AS;1;1;1;1;1
ESC_HA6288AA_AS;1;1;1;1;1
ESC_HA6289AA_AS;1;1;1;1;1
ESC_HA6290AA_AS;1;1;1;1;1
ESC_HA6292AA_AS;1;1;1;1;1
ESC_HA6293AA_AS;1;1;1;1;1
ESC_HA6294AA_AS;1;1;1;1;1
ESC_HA6295AA_AS;1;1;1;1;1
ESC_HA6296AA_AS;1;1;1;1;1
ESC_HA6297AA_AS;1;1;1;1;1
ESC_HA6299AA_AS;1;1;1;1;1
ESC_HA6300AA_AS;1;1;1;1;1
ESC_HA6301AA_AS;1;1;1;1;1
ESC_HA6302AA_AS;1;1;1;1;1
ESC_HA6303AA_AS;1;1;1;1;1
ESC_HA6304AA_AS;1;1;1;1;1
ESC_HA6305AA_AS;1;1;1;1;1
ESC_HA6306AA_AS;1;1;1;1;1
ESC_HA6307AA_AS;1;1;1;1;1
ESC_HA6308AA_AS;1;1;1;1;1
ESC_HA6309AA_AS;1;1;1;1;1
ESC_HA6310AA_AS;1;1;1;1;1
ESC_HA6311AA_AS;1;1;1;1;1
ESC_HA6312AA_AS;1;1;1;1;1
ESC_HA6313AA_AS;1;1;1;1;1
ESC_HA6314AA_AS;1;1;1;1;1
ESC_HA6315AA_AS;1;1;1;1;1
ESC_HA6316AA_AS;1;1;1;1;1
ESC_HA6317AA_AS;1;1;1;1;1
ESC_HA6318AA_AS;1;1;1;1;1
ESC_HA6319AA_AS;1;1;1;1;1
ESC_HA6320AA_AS;1;1;1;1;1
ESC_HA6321AA_AS;1;1;1;1;1
ESC_HA6322AA_AS;1;1;1;1;1
ESC_HA6323AA_AS;1;1;1;1;1
ESC_HA6324AA_AS;1;1;1;1;1
ESC_HA6399AA_AS;1;1;1;1;1
ESC_HA6400AA_AS;1;1;1;1;1
ESC_HA6423AA_AS;1;1;1;1;1
ESC_HA6424AA_AS;1;1;1;1;1
ESC_HA6425AA_AS;1;1;1;1;1
ESC_HA6428AA_AS;1;1;1;1;1
ESC_HA6431AA_AS;1;1;1;1;1
ESC_HA6432AA_AS;1;1;1;1;1
ESC_HA6435AA_AS;1;1;1;1;1
ESC_HA6439AA_AS;1;1;1;1;1
ESC_HA6440AA_AS;1;1;1;1;1
ESC_HA6442AA_AS;1;1;1;1;1
ESC_HA6443AA_AS;1;1;1;1;1
ESC_HA6444AA_AS;1;1;1;1;1
ESC_HA6445AA_AS;1;1;1;1;1
ESC_HA6446AA_AS;1;1;1;1;1
ESC_HA6447AA_AS;1;1;1;1;1
ESC_HA6448AA_AS;1;1;1;1;1
ESC_HA6449AA_AS;1;1;1;1;1
ESC_HA6450AA_AS;1;1;1;1;1
ESC_HA6451AA_AS;1;1;1;1;1
ESC_HA6452AA_AS;1;1;1;1;1
ESC_HA6453AA_AS;1;1;1;1;1
ESC_HA6454AA_AS;1;1;1;1;1
ESC_HA6455AA_AS;1;1;1;1;1
ESC_HA6459AA_AS;1;1;1;1;1
ESC_HA6460AA_AS;1;1;1;1;1
ESC_HA6461AA_AS;1;1;1;1;1
ESC_HA6462AA_AS;1;1;1;1;1
ESC_HA6463AA_AS;1;1;1;1;1
ESC_HA6464AA_AS;1;1;1;1;1
ESC_HA6465AA_AS;1;1;1;1;1
ESC_HA6467AA_AS;1;1;1;1;1
ESC_HA6468AA_AS;1;1;1;1;1
ESC_HA6822AA_AS;1;1;1;1;1
ESC_HA6823AA_AS;1;1;1;1;1
ESC_HA6824AA_AS;1;1;1;1;1
ESC_HA6825AA_AS;1;1;1;1;1
ESC_HA6827AA_AS;1;1;1;1;1
ESC_HA6828AA_AS;1;1;1;1;1
ESC_HA6829AA_AS;1;1;1;1;1
ESC_HA6831AA_AS;1;1;1;1;1
ESC_HA6832AA_AS;1;1;1;1;1
ESC_HA6833AA_AS;1;1;1;1;1
ESC_HA6834AA_AS;1;1;1;1;1
ESC_HA6835AA_AS;1;1;1;1;1
ESC_HA6836AA_AS;1;1;1;1;1
ESC_HA6837AA_AS;1;1;1;1;1
ESC_HA6838AA_AS;1;1;1;1;1
ESC_HA6839AA_AS;1;1;1;1;1
ESC_HA6840AA_AS;1;1;1;1;1
ESC_HA6841AA_AS;1;1;1;1;1
ESC_HA6842AA_AS;1;1;1;1;1
ESC_HA6843AA_AS;1;1;1;1;1
ESC_HA6844AA_AS;1;1;1;1;1
ESC_HA6845AA_AS;1;1;1;1;1
ESC_HA6846AA_AS;1;1;1;1;1
ESC_HA6847AA_AS;1;1;1;1;1
ESC_HA6848AA_AS;1;1;1;1;1
ESC_HA6849AA_AS;1;1;.;1;1
ESC_HA6850AA_AS;1;1;1;1;1
ESC_HA6851AA_AS;1;1;1;1;1
ESC_HA6852AA_AS;1;1;1;1;1
ESC_HA6853AA_AS;1;1;1;1;1
ESC_HA6854AA_AS;1;1;1;1;1
ESC_HA6855AA_AS;1;1;1;1;1
ESC_HA6856AA_AS;1;1;1;1;1
ESC_HA6857AA_AS;1;1;1;1;1
ESC_HA6858AA_AS;1;1;1;1;1
ESC_HA6859AA_AS;1;1;1;1;1
ESC_HA6860AA_AS;1;1;1;1;1
ESC_HA6861AA_AS;1;1;1;1;1
ESC_HA6863AA_AS;1;1;1;1;1
ESC_HA6864AA_AS;1;1;1;1;1
ESC_HA6865AA_AS;1;1;1;1;1
ESC_HA6866AA_AS;1;1;1;1;1
ESC_HA6867AA_AS;1;1;1;1;1
ESC_HA6868AA_AS;1;1;1;1;1
ESC_HA6869AA_AS;1;1;1;1;1
ESC_HA6870AA_AS;1;1;1;1;1
ESC_HA6871AA_AS;1;1;1;1;1
ESC_HA6872AA_AS;1;1;1;1;1
ESC_HA6874AA_AS;1;1;1;1;1
ESC_HA6875AA_AS;1;1;1;1;1
ESC_HA6876AA_AS;1;1;1;1;1
ESC_HA6877AA_AS;1;1;1;1;1
ESC_HA6878AA_AS;1;1;1;1;1
ESC_HA6879AA_AS;1;1;1;1;1
ESC_HA6880AA_AS;1;1;1;1;1
ESC_HA6881AA_AS;1;1;1;1;1
ESC_HA6882AA_AS;1;1;1;1;1
ESC_HA6884AA_AS;1;1;1;1;1
ESC_HA6885AA_AS;1;1;1;1;1
ESC_HA6886AA_AS;1;1;1;1;1
ESC_HA6887AA_AS;1;1;1;1;1
ESC_HA6888AA_AS;1;1;1;1;1
ESC_HA6889AA_AS;1;1;1;1;1
ESC_HA6890AA_AS;1;1;1;1;1
ESC_HA6891AA_AS;1;1;1;1;1
ESC_HA6892AA_AS;1;1;1;1;1
ESC_HA6894AA_AS;1;1;1;1;1
ESC_HA6896AA_AS;1;1;1;1;1
ESC_HA6898AA_AS;1;1;1;1;1
ESC_HA6899AA_AS;1;1;1;1;1
ESC_HA6900AA_AS;1;1;1;1;1
ESC_HA6901AA_AS;1;1;1;1;1
ESC_HA6902AA_AS;1;1;1;1;1
ESC_HA6903AA_AS;1;1;1;1;1
ESC_HA6904AA_AS;1;1;1;1;1
ESC_HA6905AA_AS;1;1;1;1;1
ESC_HA6906AA_AS;1;1;1;1;1
ESC_HA6907AA_AS;1;1;1;1;1
ESC_HA6908AA_AS;1;1;1;1;1
ESC_HA6910AA_AS;1;1;1;1;1
ESC_HA6912AA_AS;1;1;1;1;1
ESC_HA6913AA_AS;1;1;1;1;1
ESC_HA6914AA_AS;1;1;1;1;1
ESC_HA6915AA_AS;1;1;1;1;1
ESC_HA6921AA_AS;1;1;1;1;1
ESC_HA6922AA_AS;1;1;1;1;1
ESC_HA6923AA_AS;1;1;1;1;1
ESC_HA6925AA_AS;1;1;1;1;1
ESC_HA6927AA_AS;1;1;1;1;1
ESC_HA6928AA_AS;1;1;1;1;1
ESC_HA6929AA_AS;1;1;1;1;1
ESC_HA6930AA_AS;1;1;1;1;1
ESC_HA6931AA_AS;1;1;1;1;1
ESC_HA6933AA_AS;1;1;1;1;1
ESC_HA6934AA_AS;1;1;1;1;1
ESC_HA6935AA_AS;1;1;1;1;1
ESC_HA6936AA_AS;1;1;1;1;1
ESC_HA6937AA_AS;1;1;1;1;1
ESC_HA6941AA_AS;1;1;1;1;1
ESC_HA6942AA_AS;1;1;1;1;1
ESC_HA6943AA_AS;1;1;1;1;1
ESC_HA6944AA_AS;1;1;1;1;1
ESC_HA6945AA_AS;1;1;1;1;1
ESC_HA6946AA_AS;1;1;1;1;1
ESC_HA6947AA_AS;1;1;1;1;1
ESC_HA6948AA_AS;1;1;1;1;1
ESC_HA6949AA_AS;1;1;1;1;1
ESC_HA6950AA_AS;1;1;1;1;1
ESC_HA6951AA_AS;1;1;1;1;1
ESC_HA6952AA_AS;1;1;1;1;1
ESC_HA6953AA_AS;1;1;1;1;1
ESC_HA6957AA_AS;1;1;1;1;1
ESC_HA6958AA_AS;1;1;1;1;1
ESC_HA6959AA_AS;1;1;1;1;1
ESC_HA6960AA_AS;1;1;1;1;1
ESC_HA6961AA_AS;1;1;1;1;1
ESC_HA6962AA_AS;1;1;1;1;1
ESC_HA6963AA_AS;1;1;1;1;1
ESC_HA6964AA_AS;1;1;1;1;1
ESC_HA6965AA_AS;1;1;1;1;1
ESC_HA6967AA_AS;1;1;1;1;1
ESC_HA6968AA_AS;1;1;1;1;1
ESC_HA6970AA_AS;1;1;1;1;1
ESC_HA6971AA_AS;1;1;1;1;1
ESC_HA6972AA_AS;1;1;1;1;1
ESC_HA6973AA_AS;1;1;1;1;1
ESC_HA6974AA_AS;1;1;1;1;1
ESC_HA6975AA_AS;1;1;1;1;1
ESC_HA6976AA_AS;1;1;1;1;1
ESC_HA6977AA_AS;1;1;1;1;1
ESC_HA6978AA_AS;1;1;1;1;1
ESC_HA6979AA_AS;1;1;1;1;1
ESC_HA6980AA_AS;1;1;1;1;1
ESC_HA6981AA_AS;1;1;1;1;1
ESC_HA6983AA_AS;1;1;1;1;1
ESC_HA6984AA_AS;1;1;1;1;1
ESC_HA6985AA_AS;1;1;1;1;1
ESC_HA6986AA_AS;1;1;1;1;1
ESC_HA6988AA_AS;1;1;1;1;1
ESC_HA6989AA_AS;1;1;1;1;1
ESC_HA6990AA_AS;1;1;1;1;1
ESC_HA6991AA_AS;1;1;1;1;1
ESC_HA6993AA_AS;1;1;1;1;1
ESC_HA6994AA_AS;1;1;1;1;1
ESC_HA6995AA_AS;1;1;1;1;1
ESC_HA6997AA_AS;1;1;1;1;1
ESC_HA6998AA_AS;1;1;1;1;1
ESC_HA6999AA_AS;1;1;1;1;1
ESC_HA7000AA_AS;1;1;1;1;1
ESC_HA7001AA_AS;1;1;1;1;1
ESC_HA7002AA_AS;1;1;1;1;1
ESC_HA7003AA_AS;1;1;1;1;1
ESC_HA7004AA_AS;1;1;1;1;1
ESC_HA7005AA_AS;1;1;1;1;1
ESC_HA7006AA_AS;1;1;1;1;1
ESC_HA7007AA_AS;1;1;1;1;1
ESC_HA7008AA_AS;1;1;1;1;1
ESC_HA7010AA_AS;1;1;1;1;1
ESC_HA7011AA_AS;1;1;1;1;1
ESC_HA7012AA_AS;1;1;1;1;1
ESC_HA7013AA_AS;1;1;1;1;1
ESC_HA7014AA_AS;1;1;1;1;1
ESC_HA7015AA_AS;1;1;1;1;1
ESC_HA7021AA_AS;1;1;1;1;1
ESC_HA7023AA_AS;1;1;1;1;1
ESC_HA7024AA_AS;1;1;1;1;1
ESC_HA7025AA_AS;1;1;1;1;1
ESC_HA7029AA_AS;1;1;1;1;1
ESC_HA7032AA_AS;1;1;1;1;1
ESC_HA7033AA_AS;1;1;1;1;1
ESC_HA7034AA_AS;1;1;1;1;1
ESC_HA7035AA_AS;1;1;1;1;1
ESC_HA7036AA_AS;1;1;1;1;1
ESC_HA7037AA_AS;1;1;1;1;1
ESC_HA7039AA_AS;1;1;1;1;1
ESC_HA7041AA_AS;1;1;1;1;1
ESC_HA7042AA_AS;1;1;1;1;1
ESC_HA7043AA_AS;1;1;1;1;1
ESC_HA7045AA_AS;1;1;1;1;1
ESC_HA7046AA_AS;1;1;1;1;1
ESC_HA7047AA_AS;1;1;1;1;1
ESC_HA7048AA_AS;1;1;1;1;1
ESC_HA7049AA_AS;1;1;1;1;1
ESC_HA7050AA_AS;1;1;1;1;1
ESC_HA7051AA_AS;1;1;1;1;1
ESC_HA7052AA_AS;1;1;1;1;1
ESC_HA7054AA_AS;1;1;1;1;1
ESC_HA7055AA_AS;1;1;1;1;1
ESC_HA7056AA_AS;1;1;1;1;1
ESC_HA7057AA_AS;1;1;1;1;1
ESC_HA7058AA_AS;1;1;1;1;1
ESC_HA7061AA_AS;1;1;1;1;1
ESC_HA7062AA_AS;1;1;1;1;1
ESC_HA7063AA_AS;1;1;1;1;1
ESC_HA7064AA_AS;1;1;1;1;1
ESC_HA7065AA_AS;1;1;1;1;1
ESC_HA7067AA_AS;1;1;1;1;1
ESC_HA7071AA_AS;1;1;1;1;1
ESC_HA7072AA_AS;1;1;1;1;1
ESC_HA7073AA_AS;1;1;1;1;1
ESC_HA7074AA_AS;1;1;1;1;1
ESC_HA7075AA_AS;1;1;1;1;1
ESC_HA7076AA_AS;1;1;1;1;1
ESC_HA7077AA_AS;1;1;1;1;1
ESC_HA7078AA_AS;1;1;1;1;1
ESC_HA7079AA_AS;1;1;1;1;1
ESC_HA7080AA_AS;1;1;1;1;1
ESC_HA7081AA_AS;1;1;1;1;1
ESC_HA7082AA_AS;1;1;1;1;1
ESC_HA7083AA_AS;1;1;1;1;1
ESC_HA7084AA_AS;1;1;1;1;1
ESC_HA7085AA_AS;1;1;1;1;1
ESC_HA7086AA_AS;1;1;1;1;1
ESC_HA7088AA_AS;1;1;1;1;1
ESC_HA7089AA_AS;1;1;1;1;1
ESC_HA7090AA_AS;1;1;1;1;1
ESC_HA7275AA_AS;1;1;1;1;1
ESC_HA7276AA_AS;1;1;1;1;1
ESC_HA7278AA_AS;1;1;1;1;1
ESC_HA7331AA_AS;1;1;1;1;1
ESC_HA7332AA_AS;1;1;1;1;1
ESC_HA7333AA_AS;1;1;1;1;1
ESC_HA7334AA_AS;1;1;1;1;1
ESC_HA7335AA_AS;1;1;1;1;1
ESC_HA7336AA_AS;1;1;1;1;1
ESC_HA7337AA_AS;1;1;1;1;1
ESC_HA7338AA_AS;1;1;1;1;1
ESC_HA7339AA_AS;1;1;1;1;1
ESC_HA7340AA_AS;1;1;1;1;1
ESC_HA7341AA_AS;1;1;1;1;1
ESC_HA7342AA_AS;1;1;1;1;1
ESC_HA7343AA_AS;1;1;1;1;1
ESC_HA7344AA_AS;1;1;1;1;1
ESC_HA7345AA_AS;1;1;1;1;1
ESC_HA7346AA_AS;1;1;1;1;1
ESC_HA7347AA_AS;1;1;1;1;1
ESC_HA7348AA_AS;1;1;1;1;1
ESC_HA7349AA_AS;1;1;1;1;1
ESC_HA7350AA_AS;1;1;1;1;1
ESC_HA7351AA_AS;1;1;1;1;1
ESC_HA7379AA_AS;1;1;1;1;1
ESC_HA7380AA_AS;1;1;1;1;1
ESC_HA7384AA_AS;1;1;1;1;1
ESC_HA7385AA_AS;1;1;1;1;1
ESC_HA7386AA_AS;1;1;1;1;1
ESC_HA7387AA_AS;1;1;1;1;1
ESC_HA7388AA_AS;1;1;1;1;1
ESC_HA7395AA_AS;1;1;1;1;1
ESC_HA7396AA_AS;1;1;1;1;1
ESC_HA7397AA_AS;1;1;1;1;1
ESC_HA7398AA_AS;1;1;1;1;1
ESC_HA7399AA_AS;1;1;1;1;1
ESC_HA7400AA_AS;1;1;1;1;1
ESC_HA7401AA_AS;1;1;1;1;1
ESC_HA7402AA_AS;1;1;1;1;1
ESC_HA7403AA_AS;1;1;1;1;1
ESC_HA7405AA_AS;1;1;1;1;1
ESC_HA7407AA_AS;1;1;1;1;1
ESC_HA7408AA_AS;1;1;1;1;1
ESC_HA7409AA_AS;1;1;1;1;1
ESC_HA7410AA_AS;1;1;1;1;1
ESC_HA7411AA_AS;1;1;1;1;1
ESC_HA7413AA_AS;1;1;1;1;1
ESC_HA7416AA_AS;1;1;1;1;1
ESC_HA7417AA_AS;1;1;1;1;1
ESC_HA7421AA_AS;1;1;1;1;1
ESC_HA7422AA_AS;1;1;1;1;1
ESC_HA7423AA_AS;1;1;1;1;1
ESC_HA7425AA_AS;1;1;1;1;1
ESC_HA7426AA_AS;1;1;1;1;1
ESC_HA7427AA_AS;1;1;1;1;1
ESC_HA7429AA_AS;1;1;1;1;1
ESC_HA7431AA_AS;1;1;1;1;1
ESC_HA7432AA_AS;1;1;1;1;1
ESC_HA7434AA_AS;1;1;1;1;1
ESC_HA7435AA_AS;1;1;1;1;1
ESC_HA7436AA_AS;1;1;1;1;1
ESC_HA7439AA_AS;1;1;1;1;1
ESC_HA7440AA_AS;1;1;1;1;1
ESC_HA7441AA_AS;1;1;1;1;1
ESC_HA7443AA_AS;1;1;1;1;1
ESC_HA7444AA_AS;1;1;1;1;1
ESC_HA7445AA_AS;1;1;1;1;1
ESC_HA7446AA_AS;1;1;1;1;1
ESC_HA7447AA_AS;1;1;1;1;1
ESC_HA7450AA_AS;1;1;1;1;1
ESC_HA7451AA_AS;1;1;1;1;1
ESC_HA7453AA_AS;1;1;1;1;1
ESC_HA7454AA_AS;1;1;1;1;1
ESC_HA7455AA_AS;1;1;1;1;1
ESC_HA7456AA_AS;1;1;1;1;1
ESC_HA7457AA_AS;1;1;1;1;1
ESC_HA7458AA_AS;1;1;1;1;1
ESC_HA7459AA_AS;1;1;1;1;1
ESC_HA7460AA_AS;1;1;1;1;1
ESC_HA7461AA_AS;1;1;1;1;1
ESC_HA7462AA_AS;1;1;1;1;1
ESC_HA7463AA_AS;1;1;1;1;1
ESC_HA7464AA_AS;1;1;1;1;1
ESC_HA7465AA_AS;1;1;1;1;1
ESC_HA7466AA_AS;1;1;1;1;1
ESC_HA7467AA_AS;1;1;1;1;1
ESC_HA7468AA_AS;1;1;1;1;1
ESC_HA7469AA_AS;1;1;1;1;1
ESC_HA7470AA_AS;1;1;1;1;1
ESC_HA7471AA_AS;1;1;1;1;1
ESC_HA7472AA_AS;1;1;1;1;1
ESC_HA7473AA_AS;1;1;1;1;1
ESC_HA7474AA_AS;1;1;1;1;1
ESC_HA7475AA_AS;1;1;1;1;1
ESC_HA7476AA_AS;1;1;1;1;1
ESC_HA7477AA_AS;1;1;1;1;1
ESC_HA7478AA_AS;1;1;1;1;1
ESC_HA7479AA_AS;1;1;1;1;1
ESC_HA7480AA_AS;1;1;1;1;1
ESC_HA7481AA_AS;1;1;1;1;1
ESC_HA7482AA_AS;1;1;1;1;1
ESC_HA7483AA_AS;1;1;1;1;1
ESC_HA7484AA_AS;1;1;1;1;1
ESC_HA7485AA_AS;1;1;1;1;1
ESC_HA7486AA_AS;1;1;1;1;1
ESC_HA7487AA_AS;1;1;1;1;1
ESC_HA7488AA_AS;1;1;1;1;1
ESC_HA7489AA_AS;1;1;1;1;1
ESC_HA7490AA_AS;1;1;1;1;1
ESC_HA7491AA_AS;1;1;1;1;1
ESC_HA7492AA_AS;1;1;1;1;1
ESC_HA7493AA_AS;1;1;1;1;1
ESC_HA7494AA_AS;1;1;1;1;1
ESC_HA7495AA_AS;1;1;1;1;1
ESC_HA7496AA_AS;1;1;1;1;1
ESC_HA7497AA_AS;1;1;1;1;1
ESC_HA7498AA_AS;1;1;1;1;1
ESC_HA7499AA_AS;1;1;1;1;1
